title,date,year,description,subject,id,refID
"March 13th, 1951",1951-03-13,1951," Cosmopolitan Club (pg 2, c4) | Crippled Children's benefit dance (pg 1, c5) | Freshmen's scholastics honorary (pg 3, c6) | Library (pg 1, c6) | Meets (pg 4, c6) | National Home Economic honorary (pg 3, c3) | Newman club (pg 1, c7) | R.O.T.C. - staff (pg 1, c3) | Rifle Club (pg 1, c4) | St. Luke's Hospital - Affiliated with the University Bacteriology department (pg 2, c5) | Travel service (pg 3, c2) | Vocation (pg 1, c2)",Cosmopolitan Club; Crippled Children's benefit dance; Phi Eta Sigma; Library; Swimming; Phi Upsilon Omicron; Newman club; R.O.T.C. - staff; Rifle Club; St. Luke's Hospital - Affiliated with the University Bacteriology department; Travel service; Vocation,ARG-1951-03-13,2504
"March 16th, 1951",1951-03-16,1951," Air Force ROTC (pg 5, c7) | Buck, Philip W. (pg 1, c7) | Crippled Children's benefit dance (pg 1, c1) | Little International (pg 5, c4) | Phi Beta Kappa (pg 1, c7) | Photo (pg 6, c2) | Photos (pg 3, c5) | Photos (pg 4, c1) | Team personnel (pg 6, c3) | Vandal flying club (pg 2, c4)","Air Force ROTC; Buck, Philip W.; Crippled Children's benefit dance; Little International; Phi Beta Kappa; Wiemann, Charles; Crippled Children's benefit dance; R.O.T.C. - All services; Track; Vandal flying club",ARG-1951-03-16,2505
"March 20th, 1951",1951-03-20,1951," Audio-visual aids (pg 1, c5) | Crippled Children's benefit dance (pg 1, c2) | Enrollment - University of Idaho (pg 2, c1) | Faculty. Coaching staff. University of Idaho (pg 4, c3) | Idaho Institute of Christian Education (pg 3, c2) | Inter-Church council (pg 1, c7) | Interfraternity ball (pg 1, c7) | International relations club (pg 1, c2) | Sex ratio (pg 2, c1) | Travel service (pg 1, c8) | University of Idaho (pg 4, c1) | Women's recreational Association (WRA) (pg 3, c3)","Audio-visual aids; Crippled Children's benefit dance; Enrollment; Nikcevich, John; Idaho Institute of Christian Education; Inter-Church council; Interfraternity ball; International relations club; Sex ratio; Travel service; Track; Women's recreational Association (WRA)",ARG-1951-03-20,2506
"March 30th, 1951",1951-03-30,1951," Bridge tournament (pg 2, c5) | Coaching staff, U of I. Photo (pg 1, c8) | Faculty, U of I coaching staff (pg 1, c8) | Faculty, U of I secretarial studies (pg 1, c1) | Faculty. Coach staff. University of Idaho. Photo (pg 1, c8) | Faculty. Coaching staff. University of Idaho (pg 3, c3) | History (pg 4, c4) | Rifle team (pg 1, c4) | Show (pg 1, c3) | Sigma Tau (pg 1, c7) | UI Professor of French (pg 1, c2) | Vandaleers (pg 1, c4)","Bridge tournament; Howell, Dixie; Curfman, R.A. (Babe); DeLancey, Opal; Ramsey, Herschel (Red); Nikcevich, John; Boxing; Army ROTC; Pep Band; Sigma Tau; Beattie, Arthur H.; Vandaleers",ARG-1951-03-30,2507
"April 3rd, 1951",1951-04-03,1951," Board or Regents (pg 1, c3) | Debate team (pg 1, c6) | Freshman week (pg 1, c5) | Grade average (pg 2, c3) | Little International (pg 1, c7) | Memorial gymnasium (pg 2, c7) | Show (pg 2, c1) | University of Idaho - Testing center for draft deferments (pg 3, c4)","Campbell, Marguerite; Debate team; Freshman week; Class of 1954; Little International; Memorial gymnasium; Pep Band; University of Idaho - Testing center for draft deferments",ARG-1951-04-03,2508
"April 6th, 1951",1951-04-06,1951," Agriculture Club (pg 3, c4) | Agriculture experiment station (pg 3, c1) | Associated Women Students (pg 1, c3) | Associated Women Students (pg 3, c5) | Associated Women Students (pg 5, c5) | ASUI-Elections (pg 1, c5) | Baseball (pg 6, c1) | Cadet officers (pg 2, c6) | Curriculum (pg 3, c3) | Curriculum (pg 5, c4) | Faculty, Forestry, U of I (pg 4, c4) | Faculty. Architecture. University of Idaho (pg 2, c5) | Faculty. Coaching staff. University of Idaho. Photo (pg 6, c3) | Freshman week (pg 1, c8) | Idaho state forestry week (pg 4, c1) | Photo (pg 6, c3) | Straight 'A' students listed (pg 4, c3) | Tennis (pg 6, c7) | Torrell, Paul J. (pg 4, c4) | Vandaleers (pg 1, c6)","Agriculture Club; Agriculture experiment station; Associated Women Students; Associated Women Students; Associated Women Students; ASUI-Elections; Baseball; R.O.T.C. - All services; Summer school; Summer school; Ellis, Everett; Prichard, Theodore J.; Williams, Jerry; Freshman week; Idaho state forestry week; Walker, Norm; Grades; Tennis; Torrell, Paul J.; Vandaleers",ARG-1951-04-06,2509
"April 10th, 1951",1951-04-10,1951," All University Day (pg 1, c3) | Baseball (pg 4, c1) | Borah Conference (pg 1, c2) | Cadet commissions (pg 2, c3) | Experiment stations - Forest, Wildlife and Range (pg 3, c3) | Faculty, U of I coaching staff. Photo (pg 4, c2) | Faculty. Coaching staff. University of Idaho. Photo (pg 4, c2) | Freshman week (pg 1, c8) | Idaho state forestry week (pg 1, c4) | Interfraternity ball (pg 1, c15) | Photo (pg 1, c2) | Resume of chairmen (pg 2, c1) | Staff (pg 1, c2) | Student teaching (pg 3, c2) | Tennis (pg 4, c6) | University of Idaho (pg 4, c4)","All University Day; Baseball; Borah Conference; Army ROTC; Experiment stations - Forest, Wildlife and Range; Curfman, R.A. (Babe); Nikcevich, John; Williams, Jerry; Freshman week; Idaho state forestry week; Interfraternity ball; Hargis, Bobbie; Little International; Summer school; Student teaching; Tennis; Track",ARG-1951-04-10,2510
"April 13th, 1951",1951-04-13,1951," Borah Conference (pg 1, c2) | Clean-up week (pg 1, c2) | Hays, Mrs. John E. (pg 1, c6) | Idaho state forestry week (pg 1, c3) | Idaho state forestry week (pg 1, c5) | Interfraternity ball (pg 1, c7) | Kappa Alpha Theta (pg 3, c3) | LeClair, Titus (pg 1, c6) | Lee, William E. (pg 1, c6) | Little International (pg 2, c4)","Borah Conference; Clean-up week; Hays, Mrs. John E.; Idaho state forestry week; Idaho state forestry week; Interfraternity ball; Kappa Alpha Theta; LeClair, Titus; Lee, William E.; Little International",ARG-1951-04-13,2511
"April 17th, 1951",1951-04-17,1951," All University Day (pg 1, c2) | American Society of Mechanical Engineers (pg 3, c3) | Baseball (pg 4, c3) | Borah Conference (pg 1, c8) | Child guidance clinic (pg 3, c1) | Faculty, U of I coaching staff. Photo (pg 1, c5) | Freshman week (pg 2, c6) | Little International (pg 1, c2) | Scabbard and blade (pg 3, c5) | Sigma Delta Chi (pg 2, c5) | Tennis (pg 4, c6) | Theta Sigma (pg 2, c5) | University of Idaho (pg 4, c2) | Vandaleers (pg 1, c6)","All University Day; American Society of Mechanical Engineers; Baseball; Borah Conference; Child guidance clinic; Curfman, R.A. (Babe); Freshman week; Little International; Scabbard and blade; Sigma Delta Chi; Tennis; Theta Sigma; Track; Vandaleers",ARG-1951-04-17,2512
"April 20th, 1951",1951-04-20,1951," All University Day (pg 1, c8) | American Institute of Electronic Engineers (pg 2, c4) | ASUI-Elections (pg 1, c2) | Baseball (pg 8, c3) | Borah Conference (pg 1, c2) | Hell Divers (pg 1, c8) | Home Economic club (pg 1, c3) | Idaho state forestry week (pg 6, c1) | Intercollegiate Knights (pg 2, c1) | Library (pg 6, c8) | Little International (pg 6, c1) | Memorial gymnasium (pg 1, c6) | National Forestry honorary (pg 2, c3) | Phi Mu Alpha (pg 1, c7) | Photo supplement (pg 3, c0) | Scholarships and Grants (pg 2, c7) | Tennis (pg 8, c2) | University of Idaho - History (pg 4, c0) | Wesley foundation (pg 7, c2)",All University Day; American Institute of Electronic Engineers; ASUI-Elections; Baseball; Borah Conference; Hell Divers; Home Economic club; Idaho state forestry week; Intercollegiate Knights; Library; Little International; Memorial gymnasium; Xi Sigma Pi; Phi Mu Alpha; University of Idaho - Expansion; Scholarships and grants; Tennis; University of Idaho - History; Wesley foundation,ARG-1951-04-20,2513
"April 24th, 1951",1951-04-24,1951," 1949-1953- U of I student. Football and Baseball. Photo (pg 1, c6) | All University Day (pg 1, c4) | ASUI-Elections (pg 1, c8) | Baseball (pg 4, c5) | Faculty, Coaching staff, U of I (pg 4, c1) | Golf (pg 4, c2) | Hell Divers (pg 1, c2) | Little International (pg 1, c5) | Little International (pg 1, c6) | Living groups (pg 1, c2) | Navy ROTC - Eagle and Anchor Society (pg 3, c3) | Photo (pg 1, c1) | Photo (pg 1, c2) | Photo (pg 1, c3) | Photo (pg 1, c4) | Photo (pg 1, c5) | Photo (pg 1, c6) | Photo (pg 1, c7) | Photo (pg 1, c8) | Rodeo club (pg 3, c7) | Sessions, Gary O. (pg 1, c5) | Tennis (pg 4, c2) | University of Idaho (pg 4, c3) | Women's recreational Association (WRA) (pg 3, c4)","Anderson, Wayne; All University Day; ASUI-Elections; Baseball; Flenniken, Mack; Golf; Hell Divers; Little International; Grade Averages; Navy ROTC - Eagle and Anchor Society; Kornher, Ken; McDevitt, Charles; Haegle, Jerry; Whybark, Naida; Hardy, Don; Jacob, Hyde; Fulton, Janet; Straw, Dick; Christian, Glenn; Evans, Marilyn; Duffy, Pat; Orazem, Virginia; DeLeve, James; Kaku, Mich; Vandal riders; Sessions, Gary O.; Tennis; Track; Women's recreational Association (WRA)",ARG-1951-04-24,2514
"April 27th, 1951",1951-04-27,1951," Alpha Zeta (pg 3, c4) | Art student's club (pg 3, c4) | Book drive (pg 2, c6) | Education honorary (pg 2, c2) | Freshman women's scholastic honorary. (pg 3, c3) | Freshmen's scholastics honorary (pg 3, c3) | Hell Divers (pg 1, c5) | Jacob, Hyde (pg 1, c3) | Jazz concerts (pg 1, c7) | Madrigal singers (pg 1, c2) | National Student's Association (NSA) (pg 1, c3) | Phi Mu Alpha (pg 3, c2) | Photo (pg 2, c3) | Rodeo (Vandal riders) (pg 4, c3) | Rodeo club (pg 1, c6) | Schedule (pg 4, c2) | Song fest (pg 1, c8) | Upper-classmen's dance (pg 1, c3) | Wheeler, Bob (pg 4, c1)","Alpha Zeta; Attic club; World Student Service Fund; Kappa Delta Pi; Alpha Lambda Delta; Phi Eta Sigma; Hell Divers; Jacob, Hyde; Jazz concerts; Madrigal singers; National Student's Association (NSA); Phi Mu Alpha; Yell team; Rodeo (Vandal riders); Vandal riders; Football; Song fest; Upper-classmen's dance; Wheeler, Bob",ARG-1951-04-27,2524
"May 1st, 1951",1951-05-01,1951," Award given (pg 3, c1) | Baseball (pg 4, c1) | Book drive (pg 1, c2) | Debate team (pg 1, c6) | Gipson, Lawrence H. (pg 1, c5) | Golf (pg 3, c2) | Hell Divers (pg 1, c4) | Intramural track (pg 4, c3) | Jazz concerts (pg 1, c7) | Mortar board (pg 1, c6) | National Student's Association (NSA) (pg 1, c3) | Opera workshop (pg 1, c2) | Photo (pg 4, c4) | Rodeo (Vandal riders) (pg 4, c5) | University concert band (pg 1, c3) | University of Idaho (pg 4, c1) | Upper-classmen's dance (pg 1, c8) | Women's recreational Association (WRA) (pg 1, c8)","Navy ROTC; Baseball; World Student Service Fund; Debate team; Gipson, Lawrence H.; Golf; Hell Divers; Intramural track; Jazz concerts; Mortar Board; National Student's Association (NSA); Opera workshop; Fray, Bill; Rodeo (Vandal riders); University concert band; Track; Upper-classmen's dance; Women's recreational Association (WRA)",ARG-1951-05-01,2576
"May 4th, 1951",1951-05-04,1951," Book drive (pg 1, c8) | Commencement exercises (pg 1, c4) | Intramural track (pg 4, c1) | National Student's Association (NSA) (pg 1, c2) | Opera workshop (pg 1, c3) | Photo (pg 1, c2) | Scholarships and Grants (pg 2, c4) | Society of Automotive Engineers (pg 1, c7) | University concert band (pg 1, c6) | University of Idaho - Expansion (pg 1, c2) | University of Idaho (pg 4, c1) | University Symphony orchestra (pg 1, c6) | Upper-classmen's dance (pg 1, c7) | Women's recreational Association (WRA) (pg 3, c3)",World Student Service Fund; Commencement exercises; Intramural track; National Student's Association (NSA); Opera workshop; Home Economics building; Scholarships and grants; Society of Automotive Engineers; University concert band; University of Idaho - Expansion; Track; University Symphony orchestra; Upper-classmen's dance; Women's recreational Association (WRA),ARG-1951-05-04,2635
"May 8th, 1951",1951-05-08,1951," Associated Women Students (pg 1, c4) | Barchers, Edward (pg 2, c5) | Book drive (pg 1, c2) | Dhillon, Hardit Singh (pg 3, c3) | Faculty, Dairy Husbandry Department, U of I (pg 2, c5) | Golf (pg 4, c1) | KUOI - Program schedule (pg 3, c5) | KUOI (pg 1, c7) | May fete (pg 1, c7) | Mortar board (pg 1, c2) | Opera workshop (pg 1, c2) | Photo (pg 1, c4) | Rodeo (Vandal riders) (pg 4, c2) | Scholarships and Grants (pg 1, c6) | Tennis (pg 4, c3) | University of Idaho (pg 4, c3) | University Symphony orchestra (pg 1, c8) | Upper-classmen's dance (pg 1, c6)","Associated Women Students; Barchers, Edward; World Student Service Fund; Dhillon, Hardit Singh; Garrie, Clayton; Golf; KUOI - Program schedule; KUOI; May fete; Mortar Board; Opera workshop; Jennings, Diana; Messerly, Lois; Rodeo (Vandal riders); Scholarships and grants; Tennis; Track; University Symphony orchestra; Upper-classmen's dance",ARG-1951-05-08,2515
"May 11th, 1951",1951-05-11,1951," Alumni (pg 1, c4) | Baseball (pg 4, c1) | Baseball, intramural (pg 4, c5) | Book drive (pg 1, c5) | Dancing honorary (pg 1, c8) | Idaho Agricultural Experiment Station. Home Economist 1927-1951 (pg 1, c2) | Intramural (pg 4, c5) | May fete (pg 1, c7) | Opera workshop (pg 1, c3) | Photo (pg 1, c3) | Red and White Intrigued game (pg 4, c1)","Alumni; Baseball; Baseball, intramural; World Student Service Fund; Orchesis; Woods, Ella; Golf; May fete; Opera workshop; McCormick, Janice; Football",ARG-1951-05-11,2516
"May 15th, 1951",1951-05-15,1951," 4-H honorary (pg 3, c6) | Armed Forces day (pg 1, c6) | Baseball, intramural (pg 4, c6) | Dramatic fraternity (pg 1, c6) | Girls Rifle club (pg 1, c5) | Intramural (pg 4, c6) | May fete (pg 1, c8) | Navy ROTC (pg 1, c3) | Red and White Intrigued game (pg 4, c2) | Scholarships and Grants (pg 1, c4) | Song fest (pg 1, c2) | Student recruitment (pg 1, c7)","Mu Beta Beta; Armed Forces day; Baseball, intramural; Curtain Club; Girls Rifle club; Golf; May fete; Navy ROTC; Football; Scholarships and grants; Song fest; Student recruitment",ARG-1951-05-15,2517
"May 18th, 1951",1951-05-18,1951," Air Force ROTC (pg 1, c2) | Armed Forces day (pg 1, c7) | Army ROTC (pg 1, c6) | Baseball (pg 4, c5) | Book drive (pg 1, c5) | Department of Home Economics (pg 3, c4) | Faculty, U of I coaching staff (pg 2, c4) | Fullbright (pg 1, c5) | Navy ROTC (pg 1, c3) | Photo (pg 1, c4) | Photo (pg 4, c1) | Photo (pg 4, c5) | Schupfer, Beverly (pg 1, c5) | Sigma Xi (pg 2, c4) | Staff (pg 1, c2) | University concert band (pg 1, c8) | University of Idaho, frosh meet (pg 4, c2) | University singers (pg 1, c8) | University Symphony orchestra (pg 2, c1)","Air Force ROTC; Armed Forces day; Army ROTC; Baseball; World Student Service Fund; Department of Home Economics; Curfman, R.A. (Babe); Scholarships; Navy ROTC; Administration building (1892-1906); Christian, Glenn; Hinckley, Cless; Schupfer, Beverly; Sigma Xi; Gem of the Mountains; University concert band; Track; University singers; University Symphony orchestra",ARG-1951-05-18,2518
"May 22nd, 1951",1951-05-22,1951," 4-H honorary (pg 3, c5) | Baseball (pg 4, c1) | Cadet commissions (pg 1, c5) | Educational field services, Department of Education (pg 2, c3) | Golf (pg 4, c1) | Inter-Church council (pg 3, c6) | Photo (pg 1, c7) | Photo (pg 4, c1) | Photo (pg 4, c2) | Photo (pg 4, c5) | R.O.T.C. - All services (pg 1, c7) | School of Education (pg 1, c3) | Sears - Roebuck (pg 1, c7) | Staff (pg 1, c3) | Standard Oil (pg 1, c5) | Standard Oil (pg 2, c3) | Student counseling center (pg 3, c4) | Tennis (pg 4, c4) | University of Idaho, northern division (pg 4, c3) | University singers (pg 1, c2)","Mu Beta Beta; Baseball; Army ROTC; Educational field services, Department of Education; Golf; Inter-Church council; McKee, Jerry; Miller, Don; Taylor, Duane; Wiemann, Charles; R.O.T.C. - All services; School of Education; Scholarships; Summer school; Scholarships; Student counseling center; Tennis; Track; University singers",ARG-1951-05-22,2519
"May 25th, 1951",1951-05-25,1951," Baseball (pg 4, c2) | Cadet commissions (pg 1, c6) | Campus Humor magazine (pg 1, c2) | Commencement exercises (pg 1, c4) | R.O.T.C. - All services (pg 1, c8) | Scholarships and Grants (pg 2, c3) | Sears - Roebuck (pg 2, c7) | Spurs (pg 1, c7) | Staff (pg 1, c2) | Summer school (pg 1, c7) | University singers (pg 2, c1)",Baseball; Army ROTC; BLOT; Commencement exercises; R.O.T.C. - All services; Scholarships and grants; Scholarships; Spurs; Summer school; Summer school; University singers,ARG-1951-05-25,2520
"May 29th, 1951",1951-05-29,1951," Baseball (pg 4, c6) | Boy Scouts of America service fraternity (pg 2, c4) | Commencement exercises (pg 1, c8) | Degrees, putting husband though (PHT) (pg 1, c2) | Faculty, Basketball coach, U of I (pg 4, c2) | List of graduates (pg 3, c1) | Photo (pg 1, c2) | Photo (pg 1, c4) | Sigma Alpha Iota (pg 2, c5)","Baseball; Alpha Phi Omega; Commencement exercises; Degrees, putting husband though (PHT); Finley, Chuck; Class of 1951; Bahr, Vernon; Rowberry, Joan; Sigma Alpha Iota",ARG-1951-05-29,2521
"September 21st, 1951",1951-09-21,1951," Air Force ROTC (pg 1, c5) | Air Force ROTC (pg 5, c3) | Book drive (pg 5, c4) | Driver's education (pg 2, c4) | Eastman, Ray E. (pg 5, c1) | Faculty U of I professor of business (pg 2, c5) | Faculty, Professor of School of Business. U of I (pg 5, c6) | Faculty, School of Mines, U of I (pg 5, c7) | Faculty, U of I professor, school of business (pg 2, c5) | Foreign students (pg 1, c3) | Fraternities and sorority rush (pg 5, c1) | French, Burton L. (pg 1, c3) | Fullbright (pg 5, c6) | General Electric Graduate School of Nuclear Engineering (pg 2, c6) | Killsgaard, Carl (pg 6, c4) | KUOI (pg 1, c3) | Miller, George (pg 5, c2) | Miss Idaho. Photo (pg 1, c5) | Mudgett, Bruce E. (pg 3, c5) | Murphy, Dave (pg 6, c2) | Music Hall (New) (pg 1, c8) | Parks, Robert L. (pg 3, c3) | Photo (pg 3, c1) | Photo of new addition (pg 3, c1) | Registration fees (pg 1, c2) | Rhodes (pg 5, c6) | U of I president, 1946-1954 (pg 1, c8) | University band (pg 1, c4) | University of Idaho vs. Wyoming University (pg 6, c1) | University of Idaho vs. Wyoming University (pg 6, c5) | Zyzack, Dick (pg 6, c2)","Air Force ROTC; World Student Service Fund; Driver's education; Eastman, Ray E.; Akkerman, Evelyn; Howard, William M.; Fahrenwald, A.W.; Blackstone, Bruce I.; Foreign students; Fraternities and sorority rush; French, Burton L.; Scholarships; General Electric Graduate School of Nuclear Engineering; Killsgaard, Carl; KUOI; Miller, George; Ralstin, Phyllis; Mudgett, Bruce E.; Murphy, Dave; Music Hall (New); Parks, Robert L.; Engineering building (Old); Memorial gymnasium; Music Hall (New); Memorial gymnasium; Registration fees; Scholarships; Buchanan, Jesse E.; University band; Football; Zyzack, Dick",ARG-1951-09-21,2522
