title,date,headlines,file
"December 15, 1976",1976-12-15,"Page 1 (front page): Arg, KUOI managers appointed (photos); Tominaga. Quigley take oath (photo); Page 2: In this issue…; Page 3: Argh’s person of the year: Mike Helbling; Page 4 (opinion): Another end; Remove military; Jigs; What about our principles?; Page 5 (opinion cont’d): NEP valuable; Suggestion; Warnick praised; Argh priorities; Labels defeating; KUOI changes; Open letter; Page 6 (sports): Olympiad enters meet (photo); Vandals to face Rebels; Page 7 (sports cont’d): Faculty downs ASUI; Alley gets new look; Skiing; Powers; Page 8: No. Advertising; Page 9: No. Advertising; Page 10: The women’s movement -- -- awareness and sensitivity continue to grow; Page 11: The women’s movement -- -- awareness and sensitivity continue to grow; Page 12: Warnick puts away scepter and crown after two years reign (photo); Page 13: Wakoski: Poet, humanist, educator; Spring set for honors program; If you would like to send the Board of Regents, or any member thereof, a Christmas Card, the following is a list of the members and their addresses; Page 14: Events; New English courses; Leaving home base to learn; Page 15: Magazine seeks writers; Hitchcock films offered as class; Page 16: Kossman, Raffetto confirmed by senate (photos); Page 17: No. Advertising; Page 18: Kibbie Dome; Exit interviews for loan holders; IRS vs Fifth Amendment: Heated court battle still rages; Page 19: Comics; Library Hours; Intersession Hours; Page 20: Cans: Big Game (photos);","Argonaut Index, August 27, 1976 through May 6, 1977
"
"January 11, 1977",1977-01-11,Page 1 (front page): Comics; Registration 1977; Page 2: SUB money may go into cafeteria; Page 3: Boy dies in hit and run; ASUI positions open; Student positions; Events; Page 4 (opinion): Sherman Carter; Remove military; Mr. Preston!; Pro military; 1st letter; Page 5 (opinion cont’d): KUOI comment; Student petition; From these prison walls…; Page 6 (sports): Arizonian named new Idaho S.I.D. (photo); Sports Briefs; Christoff; Basketball; Yarno; Intramurals; Track; Skiing; Page 7 (sports cont’d): Oakland’s second stab comes up roses; Page 8: KUOI: Stalking number one spot in student radio (photo); Page 9: Meadow Creek wilderness fate topic of discussion; Honors program starts; Job hunting made easy; Forest jobs limited; Group critiques land use plan; Page 10: They make you feel like dancing; Where your registration dollars go; Music department offerings; Recital tonight; Page 11: Comics; Page 12: Blue and yellow permits available at registration; Women report abduction;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"January 14, 1977",1977-01-14,Page 1 (front page): It’s about time!; Page 2 (opinion): U of I students oppose late start curriculum; KUOI corrections (photo); Utility plans nuclear burial; Page 3: Library services expand (photo); Continuing Ed classes in the wings; Housing survey probes needed; Page 4 (opinion): A.L. Alford-1 Sherm Carter-0; Resolution solution; Regents reject Carter’s SUB bond finance plan; Page 5: Radio Free Moscow: behind Idaho curtain; Page 6 (sports): Women’s Sports: Gymnastics; SUB games room undergoes complete restoration (photo); Women netters travel to Alaska; Page 7 (sports cont’d): SUB games room undergoes complete restoration (photo); Yarno brand roast is the best; Ore. Athletic meeting; Track meet set; Page 8: No. Advertising; Page 9: Events; Freak flicks flourish; Church supports spud duty; Ronald McDonald to join Jimmy Carter’s council?; Christian concert; Page 10: Country Joe concert set (photo); Jackson Browne “The Pretender”; Lynn at WSU; Page 11: Comics; Page 12: MUD: A versatile tradition with cream and sugar; KUOI tower erection will boost transmission;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"January 18, 1977",1977-01-18,"Page 1 (front page): Campus cops get tough!; Page 2: New senators take duty posts; Graphics in the dome; Page 3: Himalayas climber to present slides; ASUI positions open; Helping student wives adjust organization’s major function; Page 4 (opinion): So long, Gary; Recreational humiliation; Events; Page 5: New recreation vehicles promise fun in outdoors (photo); Page 6: Women’s conference will stress practical aspect of Idaho politics; Page 7 (sports): Idaho surprises Bulldogs; Kibbie Dome invitational draws prominent athletes; Co-ed swimming; Women’s Basketball; Page 8: No. Advertising;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"January 21, 1977",1977-01-21,Page 1 (front page): Tominaga: Eye to Idaho (photo); Page 2 (opinion): Faculty council rules on elevators and guns; Page 3: More Tominaga… (photos) [cont’d from pg. 1]; Page 4 (opinion): Coughing up for coffee; The illustrated Sherman Carter; Help a husky; Tuition; [insert: 1977 Kibbie Invitational]; Page 5: University tuition bill ready; Recreation facility open to youngsters Saturday; NORML makes plans for fund push; Nixon next witch?; Page 6: Country Joe’s strokes from Fish to whales; Going Places plays in SUB; Page 7: Events; Page 8: No. Advertising;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"January 28, 1977",1977-01-28,"Page 1 (front page): Which Way Home; Page 2 (opinion): Senate ok’s KUOI funds, withdraws proposals; Off-campus seminar set; Page 3: Ramsey resigns minority program directorship (photo); Carter pardons Vietnam evaders; Computer foils Tuesday’s Argonaut; Summer jobs; Page 4 (opinion): Which way home?; Thank you Mike Keller; Jigs; Yellow Bellow; Brad lost it; Firearm ruling under attack; Page 5 (opinion cont’d): End campus CIA work; Senate posts; Page 6: Faculty council limits remedial, approves Vo- Tech transfer change; Wallace financing unveiled; Seven vie for senate; Page 7: Despite resistance, Alford defends calendar change (photo); Page 8 (sports): Women bowlers to compete in Montana Tournament; Basketball Marathon; Women’s Sports Briefs; Women’s basketball; Gymnastics; Women’s swimming; Vandals stalk bobcats; Page 9 (sports cont’d): Kibbie Invitational: precise detonation (photos); Page 10: Country Joe wows ‘em – those that went, anyway (photos); Page 11: Entertaining Barbershop; Pro amateur Plimpton here; Commander Cody returns to U of I; Page 12: KUID-FM manager: action supplants philosophy (photo); Free University offers unusual classes; Clibing films in SUB; Pot fills Texas larders; Page 13: Church behind ammo control repeal; Campus Capers; Moscow-Latah County Library presents puppet performance; Page 14: Events; Moscow merchants shun rip-offs; Huge turbines will enter city; Page 15: Comics; Instant coffee: instant way to beat high prices; Page 16: Phil Schofield: images of life (photos);","Argonaut Index, August 27, 1976 through May 6, 1977
"
"February 1, 1977",1977-02-01,"Page 1 (front page): “…shadow be damned! I’ll be lucky to make it out the door.” G. Hog; Page 2 (opinion): Senate ponders proposals; Discount card available; Page 3: Landlord-Tenant bill submitted to Idaho House; Idaho tuition bill dies; Hayakawa here?; Regents may escape public scrutiny; Page 4 (opinion): Bill Hall on tuition; Dog days in Idaho; Don’t block those lanes; Art ignored; Alford rebuffed; Page 5: Campus CIA: another view; Irate judge mugs defendant; Caribou take center stage; New trial set for Mom; Page 6 (sports): Vandals vanquished, trounced twice in Montana; Swimmers fail at home; Women’s Sports; Gymnastics; Basketball; Page 7: Comics; Events; Dual recitals up this week; Page 8: Off-campus issues to form focal point in seminar; Elijah takes concert stage;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"February 4, 1977",1977-02-04,Page 1 (front page): Elijah (photos); Page 2: Events; Page 3: Regents smile on Carter’s $1.9 million cafeteria plan; University passes gas to ease the shortage; Dance decades with KUID-FM; Page 4 (opinion): Students in Wonderland; ERA radical; Mr. Alford; Dog lover; Trouble Shooter; Page 5: Senate accepts Wallace revamp plan; History society offers aids; Page 6 (sports): Saturday will be Leon Green Day; Men swim in enemy waters; Women’s Sports Briefs; Gymnastics; Swimming; Basketball; Bowling; Page 7: Vandal harriers hot; Idaho takes bead on Montana’s traveling Bobcats and Grizzlies; Page 8: Students react to Roots; Mountain talk topic; Page 9: George Plimpton (no. 1) is shown here in action… (photo only); The Commander returns; Dance for those who can’t; Dance tryouts; Page 10: Nuclear strength is Borah topic; Campus Capers; U of I actress wins kudos; Page 11: Comics; Heart’s day surprise; Page 12: Baha’i programs offering; W-2 forms at annex; Company dances way through an icy tour;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"February 8, 1977",1977-02-08,Page 1 (front page): Yvonne Wanrow: a question of justice; Page 2: Tominaga offers Gerry Wright for senate seat; Vet benefits tax free; Page 3: Nothing on late start; Super seniors sought; Pro writer meet tonight; Page 4 (opinion): Events; In a pig’s eye; Church attacked; Blocking O.K.; Page 5 (opinion cont’d): Off campus; Keller’s thanks; Free Radio?; Dave Cochran sues U of I; Page 6: Exchange program enrollment lower this year; Page 7: Regent exemption opposed; Argonaut ripped off; Page 8 (sports): Idaho women dominate tourney; Rathskeller boxing smoker; Marathon nets M.S. money; Tennis tourney; Women’s Sports; Basketball; Gymnastics; Sports applications; Page 9 (sports cont’d): Effort alone is not enough (photos); Page 10: Plimpton: professional amateur (photo); Loretta Lynn concert; “Elijah” ends tonight; Dance tryouts; Entertainment; Page 11: Comics; Page 12: Terminal access for computerized library (photo); Page 13: Page 14: Page 15:,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"February 11, 1977",1977-02-11,"Page 1 (front page): No.; Page 2: Senate creates assistants; Four calendars offered; Page 3: Pot clarification bill under house scrutiny (photo); Marijuana reformer to speak on law proposal; Excess vitamins spell trouble; Indonesia harsh on heads; BEOG forms available at UCC; Page 4 (opinion): A faint fanfare; One man’s dog is another man’s…; Underwear and Politics; Men, women & ERA; Oregon eyes early start; Page 5: Blocking violation; Texan urges King, JFK death probes; Trouble Shooter; Page 6: Marvelmania: Fantastic Four storm campus airwaves; Page 7: English lab clinic for writing ills; Campus Capers; News maker gone reporter?; Page 8: ‘Rashomon’ scheduled in PAC; Jethro Tull tickets to go on sale at WSU; Plays open in U-Hut; Page 9: Maguire in Coffeehouse; Album costs investigated; Airwave valentine; “Of soft mice and strong men”; Page 10: Self-sufficiency course a growing student need; Scholarship deadline; Page 11: Church cites dam plan need; Andrus, Evans speak; In-state tuition issue; Star-Anise coffee house at Talisman; Second off-campus seminar scheduled; Page 12: Agency lacks power; polluters escape fines; Follow-up planning session Feb. 15; Page 13: U of I campus by night (photos only); Page 14: No. Advertising; Page 15 (sports): Men, women match records (photo); Tourney turnout high; Yarno adds new award; Women’s team group soon for spring sport onslaught; Page 16 (sports cont’d): Rough three days for Idaho (photo); Page 17: Events; Army’s mystery death; Benefit program will assist area mountain climbers to top; Germ warfare in U.S. cities; Page 18: Free U classes still available; New life patents OK’d; Dixie’s views; North means more twins; Page 19: Comics; Page 20: Mad rectum snatcher upset by police laughs; Canine problems growing on campus by leaps and bounds (photo);","Argonaut Index, August 27, 1976 through May 6, 1977
"
"February 15, 1977",1977-02-15,"Page 1 (front page): Appaloosas: U of I herd in the making (photos); Page 2: Senators to discuss, Jones, Wright tonight; Off-campus seminar today; Page 3: Micro owner, employees clash (photos); Students needed for internships; Page 4 (opinion): Thoughts in passing…; Kibbie capers; Coffeehouse communiqué; Film and tears; Puppet Regents; Page 5: Kibbie Capers; Poll shows Mormon women against ERA; Trouble Shooter; Page 6 (sports): Vandals down Lumberjacks after humiliation at Weber; Women cagers sunk; Tennis team dominates tourney; Sports Log; Page 7: Congress may pad wallets; Tube babes on the way; B.E.O.G. grants now available; Page 8: U of I’s appaloosa herd faces uncertain future; Page 9: Cody cancels concert; Sorrels returns home; Chase in movie; Guitarist to perform (photo); A recent addition to the plethora of electronic games in the SUB Gameroom is “Death Race.” (photo only); Lit. section planned; Feb. 15; Feb. 16; Feb. 17; Feb. 18; Page 10: Right to work hot potato in Idaho politics; Exposed passenger sues airline; Page 11: Comics; Hanrahan seeks Chicago boss title; Page 12: Events; Nixon played key role in scandal; Summer theatres seek talents of Peggy Mead;","Argonaut Index, August 27, 1976 through May 6, 1977
"
